Hücre #,Bir,ve,Ki,ve2,Hedef,Step,Leap,Rep,Q
3291,6l,2,1,7,5l,2,2,0,4
3292,5l,6l,7,6l,5l,4,0,0,4
3293,5l,6l,7,1,5l,3,1,0,4
3294,5l,7,6l,7,5l,2,2,0,4
3295,5l,1,7,6l,5l,3,1,0,4
3296,5l,2,1,7,5l,2,2,0,4
3297,5l,7,2,7,5l,0,4,0,4
3298,5l,6l,1,7,5l,2,2,0,4
3299,5l,7,2,7,5l,0,4,0,4
3300,5l,1,3,1,5l,0,4,0,4
